ID,Name,Title,Description,Image URL,PDF Links,Category,Product Type,Chemistry,Chemistry Confidence,Industry,Specifications,Technical Data,HTML Content
"m-oa755","M-OA755 – HIGH-STRENGTH SINGLE-PART HYBRID POLYMER ADHESIVE/SEALANT","M-OA755 – HIGH STRENGTH, SINGLE-PART, HYBRID PERFORMANCE POLYMER","ForzaBOND™ M-OA755 is a structural, hybrid polymer, single-part moisture cure adhesive.","/product-images/m-oa755.png","/TDS/2. Marine/M-OA755 (OA4)/TDS/FOR EMAIL FORZA_V5_M-OA755_TDS 3_27_24.pdf; /TDS/2. Marine/M-OA755 (OA4)/TDS/FORZA_V5_M-OA755_TDS Industrial Canister_Aerosol 3_27_24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","marine","{""type"":""Hybrid Polymer Adhesive/Sealant"",""viscosity"":""Thixotropic Paste"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete""],""applications"":[""Marine Assembly"",""Automotive Assembly"",""Construction"",""Industrial Bonding""],""features"":[""High Strength"",""Single Part"",""Marine Grade"",""Versatile""],""certifications"":[""VOC Compliant"",""Marine Approved""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon""]}","{""density"":""12.5 lbs/gal"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
"m-r420","M-R420 – EPOXY QUICK-SET TWO-PART ADHESIVE","M-R420 TWO-PART, REACTIVE ADHESIVE","ForzaBOND™ M-R420 is a two-part, reactive adhesive with a very fast cure and wide range of uses.","/product-images/m-r420.png","/TDS/2. Marine/M-R420 (R160)/TDS/FOR EMAIL FORZA_V4_M-R420_TDS Marine-Sausage_7.15.25.pdf","BOND","Adhesive","Epoxy","Medium","marine","{""type"":""Two-Part Epoxy Adhesive"",""viscosity"":""Paste"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""5 minutes"",""cureTime"":""30 minutes"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Wood"",""Ceramic"",""Glass""],""applications"":[""Marine Assembly"",""Industrial Assembly"",""Equipment Repair"",""Automotive Repair""],""features"":[""Quick Setting"",""High Tack Strength"",""Structural Bond"",""Chemical Resistant""],""certifications"":[""Structural Bond"",""Marine Approved""],""packaging"":[""50 ml Dual Cartridge"",""200 ml Dual Cartridge"",""400 ml Dual Cartridge""]}","{""density"":""12.0 lbs/gal"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
"m-r445","M-R445 – TWO-PART EPOXY ADHESIVE","M-R445 TWO-PART MODIFIED EPOXY ADHESIVE","ForzaBOND™ M-R445 is a two-part modified epoxy adhesive with moderate cure and wide range of  applications.","/product-images/m-r445.png","/TDS/2. Marine/M-R445 (R221)/TDS/FOR EMAIL FORZA_V4_M-R445_TDS Marine_7.10.25.pdf","BOND","Adhesive","Epoxy","Medium","marine","{""type"":""Two-Part Epoxy Adhesive"",""viscosity"":""Paste"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""20 minutes"",""cureTime"":""4-8 hours"",""temperatureRange"":""-40°F to +250°F"",""substrates"":[""Metal"",""Plastic"",""Wood"",""Ceramic"",""Composite""],""applications"":[""Marine Assembly"",""Structural Bonding"",""Industrial Assembly"",""Equipment Repair""],""features"":[""1:1 Mix Ratio"",""High Strength"",""Chemical Resistant"",""Temperature Resistant""],""certifications"":[""Structural Bond"",""Marine Approved""],""packaging"":[""50 ml Dual Cartridge"",""200 ml Dual Cartridge"",""400 ml Dual Cartridge""]}","{""density"":""11.8 lbs/gal"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""15 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
"m-osa783","M-OSA783 – ADHESIVE PRIMER & PROMOTER","M-OSA783 ADHESIVE PRIMER AND PROMOTER","ForzaBOND™ M-OSA783 is an isopropyl alcohol based cleaner/adhesion promoter.","/product-images/m-osa783.png","/TDS/1. Industrial/OSA/TDS/FOR EMAIL FORZA_V1_OSA_TDS_2_7_24.pdf; /TDS/1. Industrial/OSA/TDS/FORZA_V1_OSA_TDS_2_7_24.pdf; /TDS/2. Marine/M-OSA783 (OSA)/TDS/FOR EMAIL FORZA_V2_M-OSA783_TDS Industrial Canister_Aerosol 3_27_24.pdf; /TDS/2. Marine/M-OSA783 (OSA)/TDS/FORZA_V2_M-OSA783_TDS Industrial Canister_Aerosol 3_27_24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","marine","{""type"":""Adhesive Primer and Promoter"",""viscosity"":""Low Viscosity Liquid"",""solids"":""15-20%"",""flashPoint"":"">150°F"",""potLife"":""4 hours"",""cureTime"":""10-15 minutes"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Ceramic"",""Difficult Surfaces""],""applications"":[""Marine Assembly"",""Automotive Assembly"",""Electronics"",""Industrial Bonding""],""features"":[""Surface Preparation"",""Enhanced Adhesion"",""Fast Drying"",""Marine Grade""],""certifications"":[""Surface Preparation"",""Marine Approved""],""packaging"":[""8 oz Bottle"",""1 Gallon"",""5 Gallon""]}","{""density"":""7.5 lbs/gal"",""pH"":""6.0-7.0"",""color"":""Clear to Amber"",""odor"":""Mild"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container closed""}",""
"m-s750","M-S750 – TAPE PRIMER AND ADHESION PROMOTER","M-S750 – TAPE PRIMER AND ADHESION PROMOTER","ForzaBOND™ M-S750 is a primer to increase adhesive performance.","/product-images/m-s750.png","","BOND","Tape","Acrylic (incl. PSA)","Medium","marine","{""type"":""Tape Primer and Adhesion Promoter"",""viscosity"":""Low Viscosity Liquid"",""solids"":""15-20%"",""flashPoint"":"">150°F"",""potLife"":""4 hours"",""cureTime"":""10-15 minutes"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Metal"",""Plastic"",""Glass"",""Ceramic"",""Difficult Surfaces""],""applications"":[""Marine Assembly"",""Surface Preparation"",""Electronics"",""Industrial Bonding""],""features"":[""Surface Preparation"",""Enhanced Adhesion"",""Fast Drying"",""Marine Grade""],""certifications"":[""Surface Preparation"",""Marine Approved""],""packaging"":[""8 oz Bottle"",""1 Gallon"",""5 Gallon""]}","{""density"":""7.5 lbs/gal"",""pH"":""6.0-7.0"",""color"":""Clear to Amber"",""odor"":""Mild"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container closed""}",""
"m-c280","M-C280 – NEOPRENE CONTACT ADHESIVE","M-C280 NEOPRENE CONTACT ADHESIVE","ForzaBOND™ M-C280 is a neoprene contact adhesive.","/product-images/m-c280.png","/TDS/2. Marine/M-C280 (C130)/TDS/FOR EMAIL FORZA_V3_M-C280_TDS Industrial Canister_Aerosol 3-25-24.pdf; /TDS/2. Marine/M-C280 (C130)/TDS/FORZA_V3_M-C280_TDS Industrial Canister_Aerosol 3-25-24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","marine","{""type"":""Neoprene Contact Adhesive"",""viscosity"":""1200-1800 cps"",""solids"":""30-35%"",""flashPoint"":"">220°F"",""potLife"":""12 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-40°F to +250°F"",""substrates"":[""Metal"",""Rubber"",""Plastic"",""Fabric"",""Leather""],""applications"":[""Marine Assembly"",""Automotive Assembly"",""HVAC Systems"",""High-Temp Bonding""],""features"":[""High Heat Resistance"",""Chemical Resistant"",""Flexible Bond"",""Marine Grade""],""certifications"":[""Heat Resistant"",""Marine Approved""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""8.8 lbs/gal"",""pH"":""6.5-7.5"",""color"":""Clear to Amber"",""odor"":""Mild"",""shelfLife"":""18 months"",""storageConditions"":""Store at 60-80°F, keep container closed""}",""
"m-c285","M-C285 – PREMIUM HIGH TEMP NEOPRENE CONTACT ADHESIVE","M-C285 PREMIUM HIGH TEMP NEOPRENE CONTACT ADHESIVE","ForzaBOND™ M-C285 is a premium high-temperature, neoprene contact adhesive.","/product-images/m-c285.png","/TDS/2. Marine/M-C285 (81-0389)/TDS/FOR EMAIL FORZA _V3_M-C285_TDS_Marine_2.14.2025.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","marine","{""type"":""Premium High Temp Neoprene Contact Adhesive"",""viscosity"":""1500-2200 cps"",""solids"":""35-40%"",""flashPoint"":"">250°F"",""potLife"":""12 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-40°F to +300°F"",""substrates"":[""Metal"",""Rubber"",""Plastic"",""Fabric"",""Leather""],""applications"":[""Marine Assembly"",""Automotive Assembly"",""HVAC Systems"",""High-Temp Bonding""],""features"":[""Premium Grade"",""High Heat Resistance"",""Chemical Resistant"",""Marine Grade""],""certifications"":[""High Heat Resistant"",""Marine Approved""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""9.2 lbs/gal"",""pH"":""6.5-7.5"",""color"":""Clear to Amber"",""odor"":""Mild"",""shelfLife"":""18 months"",""storageConditions"":""Store at 60-80°F, keep container closed""}",""
"ic933","IC933 – CA COMPLIANT MULTI-PURPOSE CONTACT ADHESIVE","IC933 – CA COMPLIANT HIGH-STRENGTH CONTACT ADHESIVE","ForzaBOND™ IC933 is a Low VOC, CA Compliant Multi-Purpose, Contact Adhesive.","/product-images/ic933.png","/TDS/1. Industrial/IC933/TDS/FOR EMAIL FORZA_V9_IC933_TDS Industrial Canister_Aerosol 5.12.2025.pdf; /TDS/1. Industrial/IC933/TDS/FORZA_V9_IC933_TDS Industrial Canister_Aerosol 5.12.2025.pdf; /TDS/2. Marine/MC723 (IC933)/TDS/FOR EMAIL FORZA_V14_MC723_TDS Industrial Canister_Aerosol 5_12_25.pdf; /TDS/2. Marine/MC723 (IC933)/TDS/FORZA_V14_MC723_TDS Industrial Canister_Aerosol 5_12_25.pdf; /TDS/3. Transportation/TC453 (IC933)/TDS/FOR EMAIL FORZA_V11_TC453_TDS Industrial Canister_Aerosol 5_12_25.pdf; /TDS/3. Transportation/TC453 (IC933)/TDS/FORZA_V11_TC453_TDS Industrial Canister_Aerosol 5_12_25.pdf; /TDS/6. Insulation/RC863 (IC933)/TDS/FOR EMAIL FORZA_V3_RC863_TDS Insulation Canister_Aerosol 5_12_25.pdf; /TDS/6. Insulation/RC863 (IC933)/TDS/FORZA_V3_RC863_TDS Insulation Canister_Aerosol 5_12_25.pdf; /TDS/7. Construction/CC519 (IC933)/TDS/FOR EMAIL FORZA_V2_CC519_TDSConstructionCanister_Aerosol 5_12_25.pdf; /TDS/7. Construction/CC519 (IC933)/TDS/FORZA_V2_CC519_TDSConstructionCanister_Aerosol 5_12_25.pdf","BOND","Adhesive","Epoxy","High","construction","{""type"":""Contact Adhesive"",""viscosity"":""800-1200 cps"",""solids"":""25-30%"",""flashPoint"":"">200°F"",""potLife"":""8 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-40°F to +180°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Fabric"",""Foam""],""applications"":[""Furniture Assembly"",""Automotive Interior"",""Textile Bonding"",""Industrial Lamination""],""features"":[""CA Compliant"",""High Bond Strength"",""Fast Grab"",""Low VOC""],""certifications"":[""CARB Compliant"",""VOC Exempt""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""8.2 lbs/gal"",""pH"":""6.5-7.5"",""color"":""Clear to Amber"",""odor"":""Mild"",""shelfLife"":""12 months"",""storageConditions"":""Store at 60-80°F, keep container closed""}",""
"ic934","IC934 – SEMI-PRESSURE SENSITIVE WEB SPRAY","IC934 – STYRENE SAFE PRESSURE SENSITIVE ADHESIVE","ForzaBOND™ IC934 is an aggressive and fast-drying pressure-sensitive adhesive designed to bond to a vast range of substrates and maintain tackiness.","/product-images/ic934.png","/TDS/1. Industrial/IC934/TDS/FOR EMAIL FORZA_V10_IC934_TDS Industrial Canister_12_29_2023.pdf; /TDS/1. Industrial/IC934/TDS/FORZA_V10_IC934_TDS Industrial Canister_12_29_2023.pdf; /TDS/2. Marine/MC724 (IC934)/TDS/FOR EMAIL FORZA_V12_MC724_TDS Industrial Canister_Aerosol 7-15-25.pdf; /TDS/3. Transportation/TC454 (IC934)/TDS/FOR EMAIL FORZA_V7_TC454_TDS Industrial Canister_Aerosol_2_6_25.pdf; /TDS/6. Insulation/RC864 (IC934)/TDS/FOR EMAIL FORZA_V3_RC864_TDS Insulation Canister_Aerosol_2_6_25.pdf; /TDS/6. Insulation/RC864 (IC934)/TDS/FORZA_V3_RC864_TDS Insulation Canister_Aerosol_2_6_25.pdf; /TDS/7. Construction/CC515 (IC934)/TDS/FOR EMAIL FORZA_V1_CC515_TDS Construction Canister_Aerosol 1_11_24.pdf; /TDS/7. Construction/CC515 (IC934)/TDS/FORZA_V1_CC515_TDS Construction Canister_Aerosol 1_11_24.pdf","BOND","Adhesive","Epoxy","High","construction","{""type"":""Semi-Pressure Sensitive"",""viscosity"":""600-900 cps"",""solids"":""20-25%"",""flashPoint"":"">180°F"",""potLife"":""6 hours"",""cureTime"":""12-24 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Polystyrene"",""Polyethylene"",""Polypropylene"",""Paper"",""Cardboard""],""applications"":[""Packaging"",""Labeling"",""Temporary Bonding"",""Assembly""],""features"":[""Polystyrene Safe"",""Low Tack"",""Repositionable"",""Clean Release""],""certifications"":[""Food Safe"",""Low VOC""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""7.8 lbs/gal"",""pH"":""6.0-7.0"",""color"":""Clear"",""odor"":""Minimal"",""shelfLife"":""18 months"",""storageConditions"":""Store at 50-80°F, avoid freezing""}",""
"ic946","IC946 – CA COMPLIANT PRESSURE-SENSITIVE CONTACT ADHESIVE","IC946 CA COMPLIANT PRESSURE SENSITIVE ADHESIVE","ForzaBOND™ IC946 is a web spray adhesive designed for use in applications using the substrates listed.","/product-images/ic946.png","/TDS/1. Industrial/IC946/TDS/FOR EMAIL FORZA _V11_IC946_TDS Industrial Canister_Aerosol_5.20.2024.pdf; /TDS/1. Industrial/IC946/TDS/FORZA _V11_IC946_TDS Industrial Canister_Aerosol_5.20.2024.pdf; /TDS/2. Marine/MC736 (IC946)/TDS/FOR EMAIL FORZA_V8_MC736_TDS Industrial Canister_Aerosol 3.31.25.pdf; /TDS/2. Marine/MC736 (IC946)/TDS/FORZA_V8_MC736_TDS Industrial Canister_Aerosol 3.31.25.pdf; /TDS/3. Transportation/TC466 (IC946)/TDS/FOR EMAIL FORZA_V11_TC466_TDS Industrial Canister_Aerosol 1_18_24.pdf; /TDS/6. Insulation/RC886 (IC946)/TDS/FOR EMAIL FORZA _V2_RC886_TDS Industrial Canister_Aerosol_9_5_24.pdf; /TDS/6. Insulation/RC886 (IC946)/TDS/FORZA _V2_RC886_TDS Industrial Canister_Aerosol_9_5_24.pdf; /TDS/7. Construction/CC501 (IC946)/TDS/FOR EMAIL FORZA_V1_CC501_TDS Construction Canister_Aerosol 1_18_24.pdf; /TDS/7. Construction/CC501 (IC946)/TDS/FORZA_V1_CC501_TDS Construction Canister_Aerosol 1_18_24.pdf","BOND","Adhesive","Epoxy","High","construction","{""type"":""Pressure-Sensitive Contact Adhesive"",""viscosity"":""1000-1500 cps"",""solids"":""35-40%"",""flashPoint"":"">200°F"",""potLife"":""10 hours"",""cureTime"":""48-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Plastic"",""Wood"",""Glass"",""Ceramic""],""applications"":[""Automotive Assembly"",""Electronics"",""Construction"",""Industrial Bonding""],""features"":[""High Solids"",""CA Compliant"",""Excellent Adhesion"",""Chemical Resistance""],""certifications"":[""CARB Compliant"",""VOC Exempt""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""8.5 lbs/gal"",""pH"":""6.8-7.2"",""color"":""Amber"",""odor"":""Low"",""shelfLife"":""15 months"",""storageConditions"":""Store at 60-80°F, keep sealed""}",""
"mc739","MC739 – MIST SPRAY ADHESIVE FOR FIBERGLASS INFUSION MOLDING","MC739 – MIST SPRAY ADHESIVE FOR FIBREGLASS INFUSION MOLDING","ForzaBOND™ MC739 is a mist spray adhesive designed for fiberglass infusion molding.","/product-images/mc739.png","/TDS/2. Marine/MC739/TDS/FOR EMAIL FORZA_V7_MC739_TDS Marine Canister_Aerosol 5_13_25.pdf; /TDS/2. Marine/MC739/TDS/FORZA_V7_MC739_TDS Marine Canister_Aerosol 5_13_25.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","industrial","{""type"":""Mist Spray Adhesive"",""viscosity"":""200-400 cps"",""solids"":""15-20%"",""flashPoint"":"">150°F"",""potLife"":""4 hours"",""cureTime"":""6-12 hours"",""temperatureRange"":""-20°F to +150°F"",""substrates"":[""Fiberglass"",""Carbon Fiber"",""Kevlar"",""Composite Materials""],""applications"":[""Marine Construction"",""Automotive Parts"",""Aerospace Components"",""Wind Energy""],""features"":[""Low Viscosity"",""Fast Drying"",""Resin Compatible"",""No HAPS""],""certifications"":[""VOC Compliant"",""HAPS Free""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""7.2 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container sealed""}",""
"c130","C130 – HIGH HEAT NEOPRENE ADHESIVE","C130 – HIGH HEAT NEOPRENE ADHESIVE","ForzaBOND™ C-130 is a flammable, high-performance, neoprene industrial contact adhesive.","/product-images/c130.png","/TDS/1. Industrial/C130/TDS/FOR EMAIL FORZA_V1_C130_TDS Industrial Sausage_5.17.24.pdf; /TDS/1. Industrial/C130/TDS/FORZA_V1_C130_TDS Industrial Sausage_5.17.24.pdf; /TDS/2. Marine/M-C280 (C130)/TDS/FOR EMAIL FORZA_V3_M-C280_TDS Industrial Canister_Aerosol 3-25-24.pdf; /TDS/2. Marine/M-C280 (C130)/TDS/FORZA_V3_M-C280_TDS Industrial Canister_Aerosol 3-25-24.pdf; /TDS/3. Transportation/T-C222 (C130)/TDS/FOR EMAIL FORZA_V3_T-C222_TDS-Transportation-Pail_8.5.24.pdf; /TDS/7. Construction/C-C360 (C130)/TDS/FOR EMAIL FORZA_V2_C-C360_TDS-Construction-Pail_1.24.25.pdf; /TDS/7. Construction/C-C360 (C130)/TDS/FORZA_V2_C-C360_TDS-Construction-Pail_1.24.25.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","industrial","{""type"":""Neoprene Contact Adhesive"",""viscosity"":""1200-1800 cps"",""solids"":""30-35%"",""flashPoint"":"">220°F"",""potLife"":""12 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-40°F to +250°F"",""substrates"":[""Metal"",""Rubber"",""Plastic"",""Fabric"",""Leather""],""applications"":[""Automotive Assembly"",""Industrial Equipment"",""HVAC Systems"",""High-Temp Bonding""],""features"":[""High Heat Resistance"",""Chemical Resistant"",""Flexible Bond"",""Durable""],""certifications"":[""Heat Resistant"",""Chemical Resistant""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""8.8 lbs/gal"",""pH"":""6.5-7.5"",""color"":""Clear to Amber"",""odor"":""Mild"",""shelfLife"":""18 months"",""storageConditions"":""Store at 60-80°F, keep container closed""}",""
"c150","C150 – CA COMPLIANT HIGH SOLIDS CONTACT ADHESIVE","C150 – CA COMPLIANT CONTACT ADHESIVE","ForzaBOND™ C150 is a quick tack, sprayable adhesive formulated for bonding polystyrene foam to itself and various other substrates.","/product-images/c150.png","","BOND","Adhesive","Acrylic (incl. PSA)","Medium","industrial","{""type"":""High Solids Contact Adhesive"",""viscosity"":""1500-2200 cps"",""solids"":""40-45%"",""flashPoint"":"">200°F"",""potLife"":""10 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-40°F to +180°F"",""substrates"":[""Wood"",""Metal"",""Plastic"",""Fabric"",""Foam""],""applications"":[""Furniture Manufacturing"",""Automotive Interior"",""Industrial Assembly"",""Construction""],""features"":[""High Solids Content"",""CA Compliant"",""Excellent Adhesion"",""Low VOC""],""certifications"":[""CARB Compliant"",""VOC Exempt""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""9.2 lbs/gal"",""pH"":""6.8-7.2"",""color"":""Amber"",""odor"":""Low"",""shelfLife"":""15 months"",""storageConditions"":""Store at 60-80°F, keep sealed""}",""
"c331","C331 – NON-FLAMMABLE CONTACT ADHESIVE","C331 – NON-FLAMMABLE SPRAYABLE CONTACT ADHESIVE","ForzaBOND™ C331 is a non-flammable high-performance spray contact adhesive.","/product-images/c331.png","/TDS/1. Industrial/C331/TDS/FOR EMAIL FORZA_V2_C331_TDS_DRUM_5.17.24.pdf; /TDS/1. Industrial/C331/TDS/FORZA_V2_C331_TDS_DRUM_5.17.24.pdf; /TDS/2. Marine/M-C283 (C331)/TDS/FOR EMAIL FORZA_V2_M-C283_TDSMarineSausage_9.16.24.pdf; /TDS/3. Transportation/T-C225 (C331)/TDS/FOR EMAIL FORZA_V3_T-C225_TDS_Pail_8.5.24.pdf; /TDS/6. Insulation/R-C661 (C331)/TDS/FOR EMAIL FORZA_V2_R-C661_TDS_DRUM_9.4.24.pdf; /TDS/6. Insulation/R-C661 (C331)/TDS/FORZA_V2_R-C661_TDS_DRUM_9.4.24.pdf; /TDS/7. Construction/C-C551 (C331)/TDS/FOR EMAIL FORZA_V1_C-C551_TDS_Pail_8.5.24.pdf; /TDS/7. Construction/C-C551 (C331)/TDS/FORZA_V1_C-C551_TDS_Pail_8.5.24.pdf","BOND","Adhesive","Acrylic (incl. PSA)","Medium","industrial","{""type"":""Non-Flammable Contact Adhesive"",""viscosity"":""800-1200 cps"",""solids"":""25-30%"",""flashPoint"":""Non-Flammable"",""potLife"":""8 hours"",""cureTime"":""24-48 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Metal"",""Plastic"",""Wood"",""Fabric"",""Paper""],""applications"":[""Electronics Assembly"",""Aerospace"",""Medical Equipment"",""Clean Room Applications""],""features"":[""Non-Flammable"",""Safe Handling"",""Low Toxicity"",""Clean Application""],""certifications"":[""Non-Flammable"",""Safety Approved""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""8.0 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Light Blue"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 50-80°F, keep container closed""}",""
"frp","FRP – ROLLABLE ADHESIVE","FRP – HYBRID POLYMER ROLLABLE FRP ADHESIVE","ForzaBOND™ FRP Modified Silane Rollable Flooring Adhesive","/product-images/frp.png","","BOND","Adhesive","Acrylic (incl. PSA)","Medium","composites","{""type"":""Hybrid Polymer Rollable Adhesive"",""viscosity"":""2000-3000 cps"",""solids"":""45-50%"",""flashPoint"":"">200°F"",""potLife"":""4 hours"",""cureTime"":""12-24 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""FRP Panels"",""Fiberglass"",""Composite Materials"",""Metal"",""Wood""],""applications"":[""FRP Installation"",""Composite Bonding"",""Industrial Paneling"",""Structural Bonding""],""features"":[""Rollable Application"",""High Bond Strength"",""Chemical Resistant"",""Weather Resistant""],""certifications"":[""FRP Approved"",""Structural Bond""],""packaging"":[""1 Gallon"",""5 Gallon"",""55 Gallon""]}","{""density"":""9.5 lbs/gal"",""pH"":""6.8-7.2"",""color"":""Gray"",""odor"":""Low"",""shelfLife"":""12 months"",""storageConditions"":""Store at 60-80°F, keep container sealed""}",""
"i1000","I1000 – LOW-MEDIUM VISCOSITY LAMINATING ADHESIVE","I1000 – LOW-MEDIUM VISCOSITY LAMINATING ADHESIVE","ForzaBOND™ I1000 is a low/medium viscosity resin adhesive formulated to bond insulation and fibrous substrates.","/product-images/i1000.png","","BOND","Adhesive","Acrylic (incl. PSA)","Medium","industrial","{""type"":""Laminating Adhesive"",""viscosity"":""500-1000 cps"",""solids"":""20-25%"",""flashPoint"":"">180°F"",""potLife"":""6 hours"",""cureTime"":""8-16 hours"",""temperatureRange"":""-20°F to +160°F"",""substrates"":[""Paper"",""Fabric"",""Film"",""Foil"",""Plastic""],""applications"":[""Flexible Packaging"",""Label Manufacturing"",""Textile Lamination"",""Industrial Coating""],""features"":[""Low Viscosity"",""Fast Drying"",""Good Penetration"",""Flexible Bond""],""certifications"":[""Food Safe"",""Low VOC""],""packaging"":[""5 Gallon"",""55 Gallon"",""Totes""]}","{""density"":""7.8 lbs/gal"",""pH"":""6.5-7.0"",""color"":""Clear to Amber"",""odor"":""Low"",""shelfLife"":""15 months"",""storageConditions"":""Store at 50-80°F, keep container closed""}",""
"oa4","OA4 – HIGH-STRENGTH MOISTURE CURE ECO-FRIENDLY ADHESIVE / SEALANT","OA4 – HYBRID POLYMER ADHESIVE/SEALANT","ForzaBOND™ OA4 is a non-hazardous, high-strength, single-part moisture cure adhesive.","/product-images/oa4.png","/TDS/1. Industrial/OA4/TDS/FOR EMAIL ORZA_V6_OA4_TDS Industrial Sausage_5.16.25.pdf; /TDS/1. Industrial/OA4/TDS/FORZA_V6_OA4_TDS Industrial Sausage_5.16.25.pdf; /TDS/2. Marine/M-OA755 (OA4)/TDS/FOR EMAIL FORZA_V5_M-OA755_TDS 3_27_24.pdf; /TDS/2. Marine/M-OA755 (OA4)/TDS/FORZA_V5_M-OA755_TDS Industrial Canister_Aerosol 3_27_24.pdf; /TDS/3. Transportation/T-OA156 (OA4)/TDS/FOR EMAIL FORZA_V4_T-OA156_TDS Industrial Adhesive sealant_16_24.pdf; /TDS/3. Transportation/T-OA156 (OA4)/TDS/FOR EMAIL FORZA_V4_T-OA156_TDS Industrial Canister_Aerosol 4_16_24.pdf; /TDS/7. Construction/C-OA5 (OA4)/TDS/FOR EMAIL FORZA_V1_C-OA5_TDS Construction Canister_Aerosol 4_16_24.pdf; /TDS/7. Construction/C-OA5 (OA4)/TDS/FORZA_V1_C-OA5_TDS Construction Canister_Aerosol 4_16_24.pdf","BOND","Adhesive","Modified Silane (MS Polymer/ Hybrid Polymer)","High","industrial","{""type"":""Moisture Cure Adhesive/Sealant"",""viscosity"":""Thixotropic Paste"",""solids"":""100%"",""flashPoint"":""Non-Flammable"",""potLife"":""30 minutes"",""cureTime"":""24-72 hours"",""temperatureRange"":""-40°F to +200°F"",""substrates"":[""Metal"",""Glass"",""Plastic"",""Wood"",""Concrete""],""applications"":[""Automotive Assembly"",""Construction"",""Industrial Bonding"",""Sealing""],""features"":[""Moisture Cure"",""Eco-Friendly"",""High Strength"",""Versatile""],""certifications"":[""VOC Compliant"",""Green Product""],""packaging"":[""10.3 oz Cartridge"",""29 oz Sausage"",""5 Gallon""]}","{""density"":""12.5 lbs/gal"",""pH"":""Neutral"",""color"":""Gray"",""odor"":""Minimal"",""shelfLife"":""12 months"",""storageConditions"":""Store at 40-80°F, keep container sealed""}",""
