ID,Name,Title,Category,Product Type,Chemistry,Chemistry Confidence,Industry,Description,Features,Applications,Specifications,Technical Details,Image URL,PDF Links
"t-r785","T-R785 – TWO-PART METHACRYLATE ADHESIVE","T-R785 – TWO-PART METHACRYLATE ADHESIVE","BOND","Tape","Epoxy","Medium","transportation","ForzaBOND™ T-R785 is a two-part methacrylate adhesive designed to bond a wide range of substrates.","Fast Acting; High Strength; Rapid Cure; Transportation Grade","Rapid Transportation Assembly; Industrial Bonding; Equipment Repair; Automotive Assembly","type: Two-Part Methacrylate; viscosity: Liquid; solids: 100%; flashPoint: Non-Flammable; potLife: 3 minutes; cureTime: 10-15 minutes; temperatureRange: -40°F to +180°F; Compatible with: Metal, Plastic, Wood, Ceramic, Glass","density: 9.2 lbs/gal; pH: Neutral; color: Clear to Amber; odor: Mild; shelfLife: 12 months; storageConditions: Store at 40-80°F, keep container sealed","/product-images/t-r785.png","/TDS/3. Transportation/T-R785 (R519)/FOR EMAIL FORZA_V2_T-R785_TDSTransportation Drum8.19.24.pdf"
"t-oa156","T-OA156 – HYBRID POLYMER STRUCTURAL, SINGLE-PART MOISTURE CURE ADHESIVE","T-OA156 – HYBRID POLYMER STRUCTURAL, SINGLE-PART MOISTURE CURE ADHESIVE","BOND","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaBOND™ T-OA156 is a hybrid polymer, structural, single-part, moisture cure adhesive.","Structural Strength; Moisture Cure; Single Part; Transportation Grade","Transportation Assembly; Automotive Assembly; Construction; Industrial Bonding","type: Hybrid Polymer Structural Adhesive; viscosity: Thixotropic Paste; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete","density: 12.8 lbs/gal; pH: Neutral; color: Gray; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 40-80°F, keep container sealed","/product-images/t-oa156.png","/TDS/3. Transportation/T-OA156 (OA4)/TDS/FOR EMAIL FORZA_V4_T-OA156_TDS Industrial Adhesive sealant_16_24.pdf; /TDS/3. Transportation/T-OA156 (OA4)/TDS/FOR EMAIL FORZA_V4_T-OA156_TDS Industrial Canister_Aerosol 4_16_24.pdf"
"t-oa177","T-OA177 – HIGH-GREEN STRENGTH QUICK GRAB ADHESIVE","T-OA177 – HIGH GREEN STRENGTH QUICK GRAB HYBRID POLYMER ADHESIVE","BOND","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaBOND T-OA177 is a High Green Strength Quick Grab Hybrid Polymer Adhesive.","High Green Strength; Quick Grab; Transportation Grade; Versatile","Transportation Assembly; Automotive Assembly; Construction; Industrial Bonding","type: High-Green Strength Quick Grab Adhesive; viscosity: Thixotropic Paste; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete","density: 12.8 lbs/gal; pH: Neutral; color: Gray; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 40-80°F, keep container sealed","/product-images/t-oa177.png","/TDS/3. Transportation/T-OA177(OA13)/TDS/FOR EMAIL FORZA_V6_T-OA177_TDS Transportation_06.20.2024.pdf"
"t-c222","T-C222 – NEOPRENE CONTACT ADHESIVE","T-C222 – NEOPRENE CONTACT ADHESIVE","BOND","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaBOND™ T-C222 is flammable, high-performance, neoprene industrial contact adhesive.","High Heat Resistance; Chemical Resistant; Flexible Bond; Transportation Grade","Transportation Assembly; Automotive Assembly; HVAC Systems; High-Temp Bonding","type: Neoprene Contact Adhesive; viscosity: 1200-1800 cps; solids: 30-35%; flashPoint: >220°F; potLife: 12 hours; cureTime: 24-48 hours; temperatureRange: -40°F to +250°F; Compatible with: Metal, Rubber, Plastic, Fabric, Leather","density: 8.8 lbs/gal; pH: 6.5-7.5; color: Clear to Amber; odor: Mild; shelfLife: 18 months; storageConditions: Store at 60-80°F, keep container closed","/product-images/t-c222.png","/TDS/3. Transportation/T-C222 (C130)/TDS/FOR EMAIL FORZA_V3_T-C222_TDS-Transportation-Pail_8.5.24.pdf"
"t-c225","T-C225 – NON-FLAM SPRAYABLE CONTACT ADHESIVE","T-C225 NON-FLAM SPRAYABLE CONTACT ADHESIVE","BOND","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaBOND™ T-C225 is a non-flammable high performance spray contact adhesive","Non-Flammable; Safe Handling; Sprayable; Transportation Grade","Transportation Assembly; Automotive Interior; Industrial Bonding; Equipment Assembly","type: Non-Flammable Sprayable Contact Adhesive; viscosity: 800-1200 cps; solids: 25-30%; flashPoint: Non-Flammable; potLife: 8 hours; cureTime: 24-48 hours; temperatureRange: -20°F to +160°F; Compatible with: Metal, Plastic, Wood, Fabric, Paper","density: 8.0 lbs/gal; pH: 6.5-7.0; color: Clear to Light Blue; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container closed","/product-images/t-c225.png","/TDS/3. Transportation/T-C225 (C331)/TDS/FOR EMAIL FORZA_V3_T-C225_TDS_Pail_8.5.24.pdf"
"t-c485","T-C485 – PREMIUM HIGH TEMP NEOPRENE CONTACT ADHESIVE","T-C485 – PREMIUM HIGH-TEMP NEOPRENE CONTACT ADHESIVE","BOND","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaBOND™ T-C485 is a high-performance neoprene contact adhesive with good initial tack, and high heat resistance.","Premium Grade; High Heat Resistance; Chemical Resistant; Transportation Grade","Transportation Assembly; Automotive Assembly; HVAC Systems; High-Temp Bonding","type: Premium High Temp Neoprene Contact Adhesive; viscosity: 1500-2200 cps; solids: 35-40%; flashPoint: >250°F; potLife: 12 hours; cureTime: 24-48 hours; temperatureRange: -40°F to +300°F; Compatible with: Metal, Rubber, Plastic, Fabric, Leather","density: 9.2 lbs/gal; pH: 6.5-7.5; color: Clear to Amber; odor: Mild; shelfLife: 18 months; storageConditions: Store at 60-80°F, keep container closed","/product-images/t-c485.png","/TDS/3. Transportation/T-C485 (81-0389)/TDS/FOR EMAIL FORZA _V3_T-C485_TDSTransportation_Pail_8.5.24.pdf"
"c-os9","C-OS9 – HYBRID POLYMER, STRUCTURAL, SINGLE-PART, MOISTURE CURE ADHESIVE","C-OS9 – HYBRID POLYMER, STRUCTURAL, SINGLE-PART, MOISTURE CURE ADHESIVE","SEAL","Adhesive","Silicone","Medium","construction","ForzaBOND™ C-OS9 is a hybrid polymer, structural, single-part, moisture cure adhesive.","Hybrid Polymer; Structural; Single-Part; Moisture Cure; High Performance","Crack filling on concrete; Sealing around windows and door openings; Sealing in gutter applications; Roof penetrations","type: Hybrid Polymer Structural Single-Part Moisture Cure Adhesive; viscosity: 250,000-350,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 45 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Fiberglass","density: 1.5 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed; temperatureRange: 34°F to 150°F","/product-images/c-os9.png","/TDS/7. Construction/C-OS9 (OS2)/TDS/FOR EMAIL FORZA_V1_C-OS9_TDS Construction Sausage_1_31_24.pdf; /TDS/7. Construction/C-OS9 (OS2)/TDS/FORZA_V1_C-OS9_TDS Construction Sausage_1_31_24.pdf"
"t-os150","T-OS150 – HIGH-PERFORMANCE SEMI-SELF LEVELING HYBRID POLYMER SEALANT","T-OS150 – HIGH-PERFORMANCE SEMI-SELF LEVELING HYBRID POLYMER SEALANT","SEAL","Tape","Acrylic (incl. PSA)","High","transportation","ForzaSEAL™ T-OS150 is a high performance semi self leveling sealant engineered for roof sealing application.","Semi-Self Leveling; High Performance; Transportation Grade; Weather Resistant","Transportation Sealing; Automotive Assembly; Equipment Sealing; Industrial Sealing","type: Semi-Self Leveling Hybrid Polymer Sealant; viscosity: Semi-Self Leveling; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Fiberglass","density: 12.8 lbs/gal; pH: Neutral; color: Gray; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 40-80°F, keep container sealed","/product-images/t-os150.png",""
"t-os151","T-OS151 – NON-HAZARDOUS HIGH STRENGTH SINGLE PART HYBRID POLYMER SEALANT","T-OS151 – NON-HAZARDOUS HIGH STRENGTH SINGLE PART HYBRID POLYMER SEALANT","SEAL","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaSEAL™ T-OS151 is a non-hazardous, high-strength, single-part hybrid polymer sealant.","Non-Hazardous; High Strength; Single Part; Transportation Grade","Transportation Sealing; Automotive Assembly; Equipment Sealing; Industrial Sealing","type: Non-Hazardous High Strength Hybrid Polymer Sealant; viscosity: Thixotropic Paste; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Fiberglass","density: 12.8 lbs/gal; pH: Neutral; color: Gray; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 40-80°F, keep container sealed","/product-images/t-os151.png","/TDS/3. Transportation/T-OS151 (OS2)/TDS/FOR EMAIL FORZA_V6_T-OS151_TDS_1_31_24.pdf"
"t-os164","T-OS164 – SILICONE SEALANT","T-OS164 – SILICONE SEALANT","SEAL","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaSEAL™ T-OS164 is a single component cure, with outstanding Adhesive/Sealing properties.","Silicone Based; High Flexibility; Weather Resistant; Transportation Grade","Transportation Sealing; Automotive Assembly; Equipment Sealing; Industrial Sealing","type: Silicone Sealant; viscosity: Thixotropic Paste; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Fiberglass","density: 12.5 lbs/gal; pH: Neutral; color: Clear to Gray; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 40-80°F, keep container sealed","/product-images/t-os164.png","/TDS/3. Transportation/T-OS164 (OS35)/TDS/FOR EMAIL FORZA _V5_T-OS164_TDS IndustrialSealant_6.4.24.pdf"
"tac850","TAC850 – MIST SPRAY POLYMER CONCRETE MOLDING PROCESS TACKIFIER","TAC850 – WEB SPRAY POLYMER CONCRETE MOLDING PROCESS TACKIFIER","BOND","Tape","Acrylic (incl. PSA)","Medium","composites","ForzaBOND® TAC850 is a Web Spray Polymer Concrete Molding Process Tackifier that is specifically designed for use in Polymer Concrete Applications.","Mist Spray; Polymer Concrete; Process Tackifier; Composite Grade","Polymer Concrete Molding; Composite Manufacturing; Process Tackifier; Industrial Assembly","type: Mist Spray Polymer Concrete Molding Process Tackifier; viscosity: 300-600 cps; solids: 15-25%; flashPoint: >140°F; potLife: 4 hours; cureTime: 6-12 hours; temperatureRange: -20°F to +140°F; Compatible with: Polymer Concrete, Composite Materials, Fiberglass, Carbon Fiber","density: 7.0 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/tac850.png","/TDS/4. Composites/TAC850 Series/TDS/FOR EMAIL FORZA_V1_TAC850_TDS Composites Canister_ 03.26.25.pdf; /TDS/4. Composites/TAC850 Series/TDS/FORZA_V1_TAC850_TDS Composites Canister_ 03.26.25 (1).pdf"
"tac-r750","TAC-R750 – TWO PART, METHACRYLATE ADHESIVE","TAC-R750 – TWO-PART METHACRYLATE ADHESIVE","BOND","Adhesive","Epoxy","Medium","composites","ForzaBOND® TAC-R750 is a 2-part methacrylate adhesive designed to bond a wide range of substrates.","Two-Part; Methacrylate; High Strength; Fast Cure","Composite Assembly; Structural Bonding; Industrial Assembly; Automotive Parts","type: Two-Part Methacrylate Adhesive; viscosity: 50,000-100,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 5 minutes; cureTime: 2-4 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Fiberglass, Carbon Fiber, Composite Materials","density: 1.2 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/tac-r750.png",""
"tac-r777","TAC-R777 – TWO-PART MODIFIED EPOXY ADHESIVE","TAC-R777 – TWO-PART MODIFIED EPOXY ADHESIVE","BOND","Adhesive","Epoxy","Medium","composites","ForzaBOND® TAC-R777 is a two-part modified epoxy adhesive with moderate cure and a wide range of purposes.","Two-Part; Modified Epoxy; High Strength; Chemical Resistant","Composite Assembly; Structural Bonding; Industrial Assembly; Automotive Parts","type: Two-Part Modified Epoxy Adhesive; viscosity: 100,000-200,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 4-8 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Fiberglass, Carbon Fiber, Composite Materials","density: 1.3 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/tac-r777.png",""
"tac-os74","TAC-OS74 – ULTRA HIGH-STRENGTH HYBRID POLYMER STRUCTURAL ADHESIVE","TAC-OS74 – ULTRA HIGH-STRENGTH HYBRID POLYMER STRUCTURAL ADHESIVE","BOND","Adhesive","Acrylic (incl. PSA)","Medium","composites","ForzaBOND® TAC-OS74 is a hybrid polymer, moisture cure, single-part structural adhesive.","Ultra High Strength; Hybrid Polymer; Structural; High Performance","Composite Assembly; Structural Bonding; Industrial Assembly; Automotive Parts","type: Ultra High-Strength Hybrid Polymer Structural Adhesive; viscosity: 300,000-400,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 45 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Fiberglass, Carbon Fiber","density: 1.5 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/tac-os74.png",""
"tac-os75","TAC-OS75 – NEUTRAL CURE OXIME SILICONE SEALANT","TAC-OS75 NEUTRAL CURE OXIME SILICONE SEALANT","SEAL","Sealant","Acrylic (incl. PSA)","Medium","composites","ForzaSEAL® TAC-OS75 is a one-part, low-odor, neutral-cure oxime silicone sealant formulated for high-moisture environments. It’s noncorrosive, mildew-resistant, and built to perform in demanding applications.","Neutral Cure; Oxime Silicone; High Performance; Weather Resistant","Composite Sealing; Structural Sealing; Industrial Sealing; Automotive Sealing","type: Neutral Cure Oxime Silicone Sealant; viscosity: 50,000-100,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Fiberglass, Carbon Fiber","density: 1.2 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/tac-os75.png","/TDS/4. Composites/TAC-OS75/TDS/FOR EMAIL FORZA _V1_TAC-OS75_TDS_CompositeSealant_4.25.25.pdf; /TDS/4. Composites/TAC-OS75/TDS/FORZA _V1_TAC-OS75_TDS_CompositeSealant_4.25.25.pdf"
"rc826","RC826 – LOW VOC, CA COMPLIANT, MULTI-PURPOSE ADHESIVE","RC826 – LOW VOC, CA COMPLIANT, MULTI-PURPOSE ADHESIVE","BOND","Adhesive","Epoxy","Low","insulation","ForzaBOND™ RC826 is an economical, Low VOC, CA Compliant, Multi-Purpose Adhesive.","Low VOC; CA Compliant; Multi-Purpose; Environmentally Friendly","Insulation Bonding; Industrial Assembly; Construction Bonding; Equipment Mounting","type: Low VOC Multi-Purpose Adhesive; viscosity: 200-400 cps; solids: 15-25%; flashPoint: >140°F; potLife: 4 hours; cureTime: 6-12 hours; temperatureRange: -20°F to +150°F; Compatible with: Fiberglass, Foam, Metal, Plastic, Wood, Fabric","density: 7.0 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/rc826.png","/TDS/6. Insulation/RC826 (IC936)/TDS/FOR EMAIL FORZA_V4_RC826_TDS Insulation Canister_ Aerosol_5.13.25 (1).pdf; /TDS/6. Insulation/RC826 (IC936)/TDS/FORZA_V4_RC826_TDS Insulation Canister_ Aerosol_5.13.25.pdf"
"rc862","RC862 – NON-FLAMMABLE, NON-METHYLENE CHLORIDE CONTACT ADHESIVE","RC862 – NON-FLAMMABLE, NON-METHYLENE CHLORIDE CONTACT ADHESIVE","BOND","Adhesive","Epoxy","Low","insulation","ForzaBOND™ RC862 is specifically designed for universal applications in the insulation industry, including bonding facing materials to polyiso, mineral wood, and other insulating substrates. Its fast tack and wide temperature range make it ideal for use in all environments.","Non-Flammable; Safe Handling; Contact Adhesive; Chemical Resistant","Insulation Bonding; Industrial Assembly; Construction Bonding; Equipment Mounting","type: Non-Flammable Contact Adhesive; viscosity: 800-1200 cps; solids: 25-30%; flashPoint: Non-Flammable; potLife: 8 hours; cureTime: 24-48 hours; temperatureRange: -20°F to +160°F; Compatible with: Fiberglass, Foam, Metal, Plastic, Wood, Fabric","density: 8.0 lbs/gal; pH: 6.5-7.0; color: Clear to Light Blue; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container closed","/product-images/rc862.png","/TDS/6. Insulation/RC862 (IC932)/TDS/FOR EMAIL FORZA_V3_RC862_TDS Insulation Canister_5.14.25.pdf; /TDS/6. Insulation/RC862 (IC932)/TDS/FORZA_V3_RC862_TDS Insulation Canister_5.14.25.pdf"
"rc863","RC863 – LOW VOC, CA COMPLIANT, MULTI-PURPOSE, CONTACT ADHESIVE","RC863 – LOW VOC, CA COMPLIANT, MULTI-PURPOSE, CONTACT ADHESIVE","BOND","Adhesive","Epoxy","Low","insulation","ForzaBOND™ RC863 is a Low VOC, CA Compliant, Multi-Purpose, Contact Adhesive.","Low VOC; CA Compliant; Contact Adhesive; Environmentally Friendly","Insulation Bonding; Industrial Assembly; Construction Bonding; Equipment Mounting","type: Low VOC Contact Adhesive; viscosity: 600-1000 cps; solids: 20-30%; flashPoint: >140°F; potLife: 6 hours; cureTime: 8-16 hours; temperatureRange: -20°F to +150°F; Compatible with: Fiberglass, Foam, Metal, Plastic, Wood, Fabric","density: 7.5 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/rc863.png","/TDS/6. Insulation/RC863 (IC933)/TDS/FOR EMAIL FORZA_V3_RC863_TDS Insulation Canister_Aerosol 5_12_25.pdf; /TDS/6. Insulation/RC863 (IC933)/TDS/FORZA_V3_RC863_TDS Insulation Canister_Aerosol 5_12_25.pdf"
"rc864","RC864 – AGGRESSIVE, FAST DRYING, PRESSURE SENSITIVE ADHESIVE","RC864 – AGGRESSIVE, FAST-DRYING, PRESSURE SENSITIVE ADHESIVE","BOND","Adhesive","Epoxy","Low","insulation","ForzaBOND™ RC864 is an aggressive and fast-drying pressure sensitive adhesive designed to bond a vast range of substrates.","Aggressive; Fast Drying; Pressure Sensitive; High Performance","Insulation Bonding; Industrial Assembly; Construction Bonding; Equipment Mounting","type: Pressure Sensitive Adhesive; viscosity: 1000-2000 cps; solids: 30-40%; flashPoint: >160°F; potLife: 2 hours; cureTime: 4-8 hours; temperatureRange: -20°F to +160°F; Compatible with: Fiberglass, Foam, Metal, Plastic, Wood, Fabric","density: 8.5 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/rc864.png","/TDS/6. Insulation/RC864 (IC934)/TDS/FOR EMAIL FORZA_V3_RC864_TDS Insulation Canister_Aerosol_2_6_25.pdf; /TDS/6. Insulation/RC864 (IC934)/TDS/FORZA_V3_RC864_TDS Insulation Canister_Aerosol_2_6_25.pdf"
"rc886","RC886 – LOW VOC, CA COMPLIANT, AGGRESSIVE, FAST DRYING, PRESSURE SENSITIVE ADHESIVE","RC886 – LOW VOV, CA COMPLIANT, AGGRESSIVE, FAST DRYING, PRESSURE SENSITIVE ADHESIVE","BOND","Adhesive","Epoxy","Low","insulation","ForzaBOND™ RC886 is low VOC, CA Compliant, agressive, multi-purpose adhesive designed to bond vast range of substrates where higher temperature requirements are needed.","Low VOC; CA Compliant; Aggressive; Fast Drying; Pressure Sensitive","Insulation Bonding; Industrial Assembly; Construction Bonding; Equipment Mounting","type: Low VOC Pressure Sensitive Adhesive; viscosity: 1000-2000 cps; solids: 30-40%; flashPoint: >160°F; potLife: 2 hours; cureTime: 4-8 hours; temperatureRange: -20°F to +160°F; Compatible with: Fiberglass, Foam, Metal, Plastic, Wood, Fabric","density: 8.5 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/rc886.png","/TDS/6. Insulation/RC886 (IC946)/TDS/FOR EMAIL FORZA _V2_RC886_TDS Industrial Canister_Aerosol_9_5_24.pdf; /TDS/6. Insulation/RC886 (IC946)/TDS/FORZA _V2_RC886_TDS Industrial Canister_Aerosol_9_5_24.pdf"
"rc887","RC887 – HIGH TEMP, PRESSURE-SENSITIVE CONTACT ADHESIVE","RC887 – HIGH TEMP, PRESSURE-SENSITIVE CONTACT ADHESIVE","BOND","Adhesive","Epoxy","Low","insulation","ForzaBOND™ RC887 is a high temp, pressure-sensitive contact adhesive.","High Temperature; Pressure Sensitive; Thermal Resistant; High Performance","High Temperature Insulation; Industrial Assembly; Construction Bonding; Equipment Mounting","type: High Temperature Pressure Sensitive Adhesive; viscosity: 1500-2500 cps; solids: 35-45%; flashPoint: >180°F; potLife: 3 hours; cureTime: 6-12 hours; temperatureRange: -20°F to +200°F; Compatible with: Fiberglass, Foam, Metal, Plastic, Wood, Fabric","density: 9.0 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/rc887.png","/TDS/6. Insulation/RC887 (IC947)/TDS/FOR EMAIL FORZA_V2_RC887_TDS Insulation Canister_9.5.2024.pdf; /TDS/6. Insulation/RC887 (IC947)/TDS/FORZA_V2_RC887_TDS Insulation Canister_9.5.2024.pdf"
"r-c661","R-C661 – NON FLAMMABLE HIGH PERFORMANCE SPRAY CONTACT ADHESIVE","R-C661 – NON FLAMMABLE HIGH PERFORMANCE SPRAY CONTACT ADHESIVE","BOND","Adhesive","Epoxy","High","insulation","ForzaBOND™ R-C661 is a non-flammable sprayable contact adhesive.","Non-Flammable; Spray Application; High Performance; Safe Handling","Insulation Bonding; Industrial Assembly; Construction Bonding; Equipment Mounting","type: Non-Flammable Spray Contact Adhesive; viscosity: 300-600 cps; solids: 20-30%; flashPoint: Non-Flammable; potLife: 4 hours; cureTime: 6-12 hours; temperatureRange: -20°F to +160°F; Compatible with: Fiberglass, Foam, Metal, Plastic, Wood, Fabric","density: 7.5 lbs/gal; pH: 6.5-7.0; color: Clear to Light Blue; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/r-c661.png","/TDS/6. Insulation/R-C661 (C331)/TDS/FOR EMAIL FORZA_V2_R-C661_TDS_DRUM_9.4.24.pdf; /TDS/6. Insulation/R-C661 (C331)/TDS/FORZA_V2_R-C661_TDS_DRUM_9.4.24.pdf"
"r-r820","R-R820 – TWO-PART, EPOXY ADHESIVE","R-R820 – TWO-PART EPOXY ADHESIVE","BOND","Adhesive","Epoxy","High","insulation","ForzaBOND™ R-R820 is a two-part, reactive adhesive with a very fast cure and a wide range of uses.","Two-Part; Epoxy; High Strength; Structural Bonding","Structural Insulation Bonding; Industrial Assembly; Construction Bonding; Equipment Mounting","type: Two-Part Epoxy Adhesive; viscosity: 100,000-200,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: 30 minutes; cureTime: 4-8 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Fiberglass, Foam, Wood, Concrete","density: 1.3 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/r-r820.png","/TDS/6. Insulation/R-R820 (R160)/TDS/FOR EMAIL FORZA_V2_R-R820_TDS Insulation Sausage_9_6_24.pdf; /TDS/6. Insulation/R-R820 (R160)/TDS/FORZA_V2_R-R820_TDS Insulation Sausage_9_6_24.pdf"
"r-a2000","R-A2000 – LOW/MEDIUM VISCOSITY LAMINATING ADHESIVE","R-A2000 – LOW/MEDIUM VISCOSITY LAMINATING ADHESIVE","BOND","Adhesive","Epoxy","High","insulation","ForzaBOND™ R-A2000 is a medium viscosity high tack water based adhesive formulated to bond facing materials and fibrous substrates.","Low/Medium Viscosity; Laminating; Precise Control; High Performance","Insulation Laminating; Industrial Assembly; Construction Bonding; Equipment Mounting","type: Low/Medium Viscosity Laminating Adhesive; viscosity: 500-1500 cps; solids: 25-35%; flashPoint: >140°F; potLife: 6 hours; cureTime: 8-16 hours; temperatureRange: -20°F to +150°F; Compatible with: Fiberglass, Foam, Fabric, Paper, Foil, Plastic","density: 7.8 lbs/gal; pH: 6.5-7.0; color: Clear to Light Amber; odor: Minimal; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/r-a2000.png","/TDS/6. Insulation/R-A2000 (A1000)/TDS/FOR EMAIL FORZA_V3_R-A2000_TDS Insulation Tote_9.4.24.pdf; /TDS/6. Insulation/R-A2000 (A1000)/TDS/FORZA_V3_R-A2000_TDS Insulation Tote_9.4.24.pdf"
"r-osa","R-OSA – ISOPROPYL ALCOHOL BASED CLEANER/ADHESION PROMOTER","R-OSA – ISOPROPYL ALCOHOL BASED CLEANER/ADHESION PROMOTER","BOND","Adhesive","Silicone","Medium","insulation","ForzaBOND™ R-OSA is a isopropyl alcohol based cleaner/adhesion promoter.","Isopropyl Alcohol; Cleaner; Adhesion Promoter; Surface Preparation","Surface Preparation; Adhesion Promotion; Cleaning; Pre-Bonding Treatment","type: Isopropyl Alcohol Based Cleaner/Adhesion Promoter; viscosity: 1-5 cps; solids: 0%; flashPoint: >70°F; potLife: Unlimited; cureTime: Immediate; temperatureRange: -20°F to +100°F; Compatible with: Metal, Plastic, Fiberglass, Foam, Wood, Glass","density: 6.6 lbs/gal; pH: Neutral; color: Clear; odor: Isopropyl Alcohol; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/r-osa.png","/TDS/1. Industrial/OSA/TDS/FOR EMAIL FORZA_V1_OSA_TDS_2_7_24.pdf; /TDS/1. Industrial/OSA/TDS/FORZA_V1_OSA_TDS_2_7_24.pdf"
